ct_code;ct_def;ct_ordre;ct_type;ct_mode;ct_maintable;ct_att;ct_attunique;ct_origine;ct_sensib;ct_prio;ct_statut;ct_priodev;ct_file;ct_sqlview;ct_sqltable;ct_sqlcheck;ct_sqlfunction;ct_conf_fill;ct_conf;ct_open;ct_source;ct_date;commentaire
cl_geolqlt_1_r00543;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_geolqlt;cl_geolqlt;P;3;1;3;;;1;0;;;;;;;;
cl_geolmod_1_r00544;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_geolmod;cl_geolmod;P;3;1;3;;;1;0;;;;;;;;
cl_geolsrc_1_r00545;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_geolsrc;cl_geolsrc;P;3;1;3;;;1;0;;;;;;;;
cl_creadat_1_r00546;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_creadat;cl_creadat;P;3;1;3;;;1;0;;;;;;;;
cl_majdate_1_r00547;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_majdate;cl_majdate;P;3;1;3;;;1;0;;;;;;;;
cl_majsrc_1_r00548;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_majsrc;cl_majsrc;P;3;1;3;;;1;0;;;;;;;;
cl_abddate_1_r00549;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_abddate;cl_abddate;P;3;1;3;;;1;0;;;;;;;;
cl_abdsrc_1_r00550;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;cl_abdsrc;cl_abdsrc;P;3;1;3;;;1;0;;;;;;;;
cl_geom_1_r00551;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cableline;geom;cl_geom;P;3;1;3;;;1;0;;;;;;;;
cc_cb_code_1_r00552;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_cb_code;cc_cb_code;P;3;1;3;;;1;0;;;;;;;;
cc_cd_code_1_r00553;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_cd_code;cc_cd_code;P;3;1;3;;;1;0;;;;;;;;
cc_creadat_1_r00554;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_creadat;cc_creadat;P;3;1;3;;;1;0;;;;;;;;
cc_majdate_1_r00555;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_majdate;cc_majdate;P;3;1;3;;;1;0;;;;;;;;
cc_majsrc_1_r00556;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_majsrc;cc_majsrc;P;3;1;3;;;1;0;;;;;;;;
cc_abddate_1_r00557;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_abddate;cc_abddate;P;3;1;3;;;1;0;;;;;;;;
cc_abdsrc_1_r00558;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_cab_cond;cc_abdsrc;cc_abdsrc;P;3;1;3;;;1;0;;;;;;;;
lv_id_1_r00559;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_id;lv_id;P;3;1;3;;;1;0;;;;;;;;
lv_cb_code_1_r00560;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_cb_code;lv_cb_code;P;3;1;3;;;1;0;;;;;;;;
lv_nd_code_1_r00561;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_nd_code;lv_nd_code;P;3;1;3;;;1;0;;;;;;;;
lv_long_1_r00562;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_long;lv_long;P;3;1;3;;;1;0;;;;;;;;
lv_creadat_1_r00563;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_creadat;lv_creadat;P;3;1;3;;;1;0;;;;;;;;
lv_majdate_1_r00564;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_majdate;lv_majdate;P;3;1;3;;;1;0;;;;;;;;
lv_majsrc_1_r00565;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_majsrc;lv_majsrc;P;3;1;3;;;1;0;;;;;;;;
lv_abddate_1_r00566;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_abddate;lv_abddate;P;3;1;3;;;1;0;;;;;;;;
lv_abdsrc_1_r00567;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_love;lv_abdsrc;lv_abdsrc;P;3;1;3;;;1;0;;;;;;;;
fo_code_1_r00568;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_code;fo_code;P;3;1;3;;;1;0;;;;;;;;
fo_code_ext_1_r00569;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_code_ext;fo_code_ext;P;3;1;3;;;1;0;;;;;;;;
fo_cb_code_1_r00570;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_cb_code;fo_cb_code;P;3;1;3;;;1;0;;;;;;;;
fo_nincab_1_r00571;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_nincab;fo_nincab;P;3;1;3;;;1;0;;;;;;;;
fo_numtub_1_r00572;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_numtub;fo_numtub;P;3;1;3;;;1;0;;;;;;;;
fo_nintub_1_r00573;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_nintub;fo_nintub;P;3;1;3;;;1;0;;;;;;;;
fo_type_1_r00574;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_type;fo_type;P;3;1;3;;;1;0;;;;;;;;
fo_etat_1_r00575;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_etat;fo_etat;P;3;1;3;;;1;0;;;;;;;;
fo_color_1_r00576;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_color;fo_color;P;3;1;3;;;1;0;;;;;;;;
fo_reper_1_r00577;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_reper;fo_reper;P;3;1;3;;;1;0;;;;;;;;
fo_proptyp_1_r00578;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_proptyp;fo_proptyp;P;3;1;3;;;1;0;;;;;;;;
fo_comment_1_r00579;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_comment;fo_comment;P;3;1;3;;;1;0;;;;;;;;
fo_creadat_1_r00580;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_creadat;fo_creadat;P;3;1;3;;;1;0;;;;;;;;
fo_majdate_1_r00581;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_majdate;fo_majdate;P;3;1;3;;;1;0;;;;;;;;
fo_majsrc_1_r00582;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_majsrc;fo_majsrc;P;3;1;3;;;1;0;;;;;;;;
fo_abddate_1_r00583;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_abddate;fo_abddate;P;3;1;3;;;1;0;;;;;;;;
fo_abdsrc_1_r00584;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_fibre;fo_abdsrc;fo_abdsrc;P;3;1;3;;;1;0;;;;;;;;
ps_code_1_r00585;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_code;ps_code;P;3;1;3;;;1;0;;;;;;;;
ps_numero_1_r00586;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_numero;ps_numero;P;3;1;3;;;1;0;;;;;;;;
ps_1_1_r00587;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_1;ps_1;P;3;1;3;;;1;0;;;;;;;;
ps_2_1_r00588;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_2;ps_2;P;3;1;3;;;1;0;;;;;;;;
ps_cs_code_1_r00589;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_cs_code;ps_cs_code;P;3;1;3;;;1;0;;;;;;;;
ps_ti_code_1_r00590;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_ti_code;ps_ti_code;P;3;1;3;;;1;0;;;;;;;;
ps_type_1_r00591;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_type;ps_type;P;3;1;3;;;1;0;;;;;;;;
ps_fonct_1_r00592;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_fonct;ps_fonct;P;3;1;3;;;1;0;;;;;;;;
ps_etat_1_r00593;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_etat;ps_etat;P;3;1;3;;;1;0;;;;;;;;
ps_preaff_1_r00594;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_preaff;ps_preaff;P;3;1;3;;;1;0;;;;;;;;
ps_comment_1_r00595;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_comment;ps_comment;P;3;1;3;;;1;0;;;;;;;;
ps_creadat_1_r00596;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_creadat;ps_creadat;P;3;1;3;;;1;0;;;;;;;;
ps_majdate_1_r00597;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_majdate;ps_majdate;P;3;1;3;;;1;0;;;;;;;;
ps_majsrc_1_r00598;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_majsrc;ps_majsrc;P;3;1;3;;;1;0;;;;;;;;
ps_abddate_1_r00599;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_abddate;ps_abddate;P;3;1;3;;;1;0;;;;;;;;
ps_abdsrc_1_r00600;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_position;ps_abdsrc;ps_abdsrc;P;3;1;3;;;1;0;;;;;;;;
rt_id_1_r00601;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_id;rt_id;P;3;1;3;;;1;0;;;;;;;;
rt_code_1_r00602;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_code;rt_code;P;3;1;3;;;1;0;;;;;;;;
rt_code_ext_1_r00603;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_code_ext;rt_code_ext;P;3;1;3;;;1;0;;;;;;;;
rt_fo_code_1_r00604;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_fo_code;rt_fo_code;P;3;1;3;;;1;0;;;;;;;;
rt_fo_ordr_1_r00605;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_fo_ordr;rt_fo_ordr;P;3;1;3;;;1;0;;;;;;;;
rt_comment_1_r00606;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_comment;rt_comment;P;3;1;3;;;1;0;;;;;;;;
rt_creadat_1_r00607;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_creadat;rt_creadat;P;3;1;3;;;1;0;;;;;;;;
rt_majdate_1_r00608;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_majdate;rt_majdate;P;3;1;3;;;1;0;;;;;;;;
rt_majsrc_1_r00609;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_majsrc;rt_majsrc;P;3;1;3;;;1;0;;;;;;;;
rt_abddate_1_r00610;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_abddate;rt_abddate;P;3;1;3;;;1;0;;;;;;;;
rt_abdsrc_1_r00611;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_ropt;rt_abdsrc;rt_abdsrc;P;3;1;3;;;1;0;;;;;;;;
se_code_1_r00612;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_code;se_code;P;3;1;3;;;1;0;;;;;;;;
se_nd_code_1_r00613;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_nd_code;se_nd_code;P;3;1;3;;;1;0;;;;;;;;
se_anfr_1_r00614;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_anfr;se_anfr;P;3;1;3;;;1;0;;;;;;;;
se_prop_1_r00615;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_prop;se_prop;P;3;1;3;;;1;0;;;;;;;;
se_gest_1_r00616;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_gest;se_gest;P;3;1;3;;;1;0;;;;;;;;
se_user_1_r00617;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_user;se_user;P;3;1;3;;;1;0;;;;;;;;
se_proptyp_1_r00618;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_proptyp;se_proptyp;P;3;1;3;;;1;0;;;;;;;;
se_statut_1_r00619;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_statut;se_statut;P;3;1;3;;;1;0;;;;;;;;
se_etat_1_r00620;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_etat;se_etat;P;3;1;3;;;1;0;;;;;;;;
se_occp_1_r00621;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_occp;se_occp;P;3;1;3;;;1;0;;;;;;;;
se_dateins_1_r00622;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_dateins;se_dateins;P;3;1;3;;;1;0;;;;;;;;
se_datemes_1_r00623;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_datemes;se_datemes;P;3;1;3;;;1;0;;;;;;;;
se_type_1_r00624;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_type;se_type;P;3;1;3;;;1;0;;;;;;;;
se_haut_1_r00625;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_haut;se_haut;P;3;1;3;;;1;0;;;;;;;;
se_ad_code_1_r00626;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_ad_code;se_ad_code;P;3;1;3;;;1;0;;;;;;;;
se_comment_1_r00627;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_comment;se_comment;P;3;1;3;;;1;0;;;;;;;;
se_creadat_1_r00628;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_creadat;se_creadat;P;3;1;3;;;1;0;;;;;;;;
se_majdate_1_r00629;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_majdate;se_majdate;P;3;1;3;;;1;0;;;;;;;;
se_majsrc_1_r00630;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_majsrc;se_majsrc;P;3;1;3;;;1;0;;;;;;;;
se_abddate_1_r00631;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_abddate;se_abddate;P;3;1;3;;;1;0;;;;;;;;
se_abdsrc_1_r00632;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_siteemission;se_abdsrc;se_abdsrc;P;3;1;3;;;1;0;;;;;;;;
do_code_1_r00633;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_code;do_code;P;3;1;3;;;1;0;;;;;;;;
do_ref_1_r00634;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_ref;do_ref;P;3;1;3;;;1;0;;;;;;;;
do_reftier_1_r00635;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_reftier;do_reftier;P;3;1;3;;;1;0;;;;;;;;
do_r1_code_1_r00636;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_r1_code;do_r1_code;P;3;1;3;;;1;0;;;;;;;;
do_r2_code_1_r00637;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_r2_code;do_r2_code;P;3;1;3;;;1;0;;;;;;;;
do_r3_code_1_r00638;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_r3_code;do_r3_code;P;3;1;3;;;1;0;;;;;;;;
do_r4_code_1_r00639;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_r4_code;do_r4_code;P;3;1;3;;;1;0;;;;;;;;
do_type_1_r00640;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_type;do_type;P;3;1;3;;;1;0;;;;;;;;
do_indice_1_r00641;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_indice;do_indice;P;3;1;3;;;1;0;;;;;;;;
do_date_1_r00642;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_date;do_date;P;3;1;3;;;1;0;;;;;;;;
do_classe_1_r00643;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_classe;do_classe;P;3;1;3;;;1;0;;;;;;;;
do_url1_1_r00644;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_url1;do_url1;P;3;1;3;;;1;0;;;;;;;;
do_url2_1_r00645;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_url2;do_url2;P;3;1;3;;;1;0;;;;;;;;
do_comment_1_r00646;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_comment;do_comment;P;3;1;3;;;1;0;;;;;;;;
do_creadat_1_r00647;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_creadat;do_creadat;P;3;1;3;;;1;0;;;;;;;;
do_majdate_1_r00648;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_majdate;do_majdate;P;3;1;3;;;1;0;;;;;;;;
do_majsrc_1_r00649;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_majsrc;do_majsrc;P;3;1;3;;;1;0;;;;;;;;
do_abddate_1_r00650;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_abddate;do_abddate;P;3;1;3;;;1;0;;;;;;;;
do_abdsrc_1_r00651;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_document;do_abdsrc;do_abdsrc;P;3;1;3;;;1;0;;;;;;;;
od_id_1_r00652;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_id;od_id;P;3;1;3;;;1;0;;;;;;;;
od_do_code_1_r00653;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_do_code;od_do_code;P;3;1;3;;;1;0;;;;;;;;
od_tbltype_1_r00654;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_tbltype;od_tbltype;P;3;1;3;;;1;0;;;;;;;;
od_codeobj_1_r00655;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_codeobj;od_codeobj;P;3;1;3;;;1;0;;;;;;;;
od_creadat_1_r00656;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_creadat;od_creadat;P;3;1;3;;;1;0;;;;;;;;
od_majdate_1_r00657;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_majdate;od_majdate;P;3;1;3;;;1;0;;;;;;;;
od_majsrc_1_r00658;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_majsrc;od_majsrc;P;3;1;3;;;1;0;;;;;;;;
od_abddate_1_r00659;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_abddate;od_abddate;P;3;1;3;;;1;0;;;;;;;;
od_abdsrc_1_r00660;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_docobj;od_abdsrc;od_abdsrc;P;3;1;3;;;1;0;;;;;;;;
em_code_1_r00661;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_code;em_code;P;3;1;3;;;1;0;;;;;;;;
em_do_code_1_r00662;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_do_code;em_do_code;P;3;1;3;;;1;0;;;;;;;;
em_geolsrc_1_r00663;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_geolsrc;em_geolsrc;P;3;1;3;;;1;0;;;;;;;;
em_creadat_1_r00664;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_creadat;em_creadat;P;3;1;3;;;1;0;;;;;;;;
em_majdate_1_r00665;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_majdate;em_majdate;P;3;1;3;;;1;0;;;;;;;;
em_majsrc_1_r00666;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_majsrc;em_majsrc;P;3;1;3;;;1;0;;;;;;;;
em_abddate_1_r00667;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_abddate;em_abddate;P;3;1;3;;;1;0;;;;;;;;
em_abdsrc_1_r00668;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;em_abdsrc;em_abdsrc;P;3;1;3;;;1;0;;;;;;;;
em_geom_1_r00669;Valeur NULL pour un attribut dont le remplissage est obligatoire. ;0;R;A;t_empreinte;geom;em_geom;P;3;1;3;;;1;0;;;;;;;;
ad_hexacle_1_s80001;Identifiants HEXACLE en doublon.;0;S;A;t_adresse;ad_hexacle;ad_hexacle;P;3;3;3;;;1;0;;;;;;;;
ad_ban_id_1_s80002;Identifiants BAN en doublon.;0;S;A;t_adresse;ad_ban_id;ad_ban_id;P;3;3;3;;;1;0;;;;;;;;
cb_capafo_1_s80007;Plusieurs cables ayant la meme reference ont une capacite differente. ;0;S;A;t_cable;cb_capafo;cb_capafo;P;3;3;3;;;1;0;;;;;;;;
cb_capafo_1_s80008;Capacite du cable inferieure a la capacite minimale. ;0;S;A;t_cable;cb_capafo;cb_capafo;P;3;3;3;;;1;0;;;;;;;;
ad_nblhab_1_s80004;ad_nblhab + ad_nblpro <> total des SUF a l adresse. ;0;S;A;t_adresse;ad_nblhab;ad_nblhab;P;3;3;3;;;1;0;;;;;;;;
cb_capafo_1_s80009;Capacite du cable superieure a la capacite maximale. ;0;S;A;t_cable;cb_capafo;cb_capafo;P;3;3;3;;;1;0;;;;;;;;
ad_nbprhab_1_s80003;Attribut de regroupement : ad_nbprhab + ad_nbprpro <> total pto a l adresse.;0;S;A;t_adresse;ad_nbprhab;ad_nbprhab;P;3;3;3;;;1;0;;;;;;;;
ad_geom_1_g80005;Distance trop importante entre le noeud qui porte le SUF et son adresse;0;G;A;t_adresse;geom;ad_geom;P;3;3;3;;;1;0;;;;;;;;Changement de code. Cristel Legrand avait utilise sf_ad_code_1_s80005. 
cl_geom_1_g80010;Les extremites du cable ne sont pas reliees geographiquement a une BPE ou un LT. ;0;G;A;t_cableline;geom;cl_geom;P;3;3;3;;;1;0;;;;;;;;"Non exploitable pour Spatialite avec QGIS a cause du WITH. 
Requete a revoir, pourquoi utiliser les LT ?"
